"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17324";"17085,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10081";"9990,5";
"";"";"";"Bács-Kiskun megye";"12399";"12365,0";
"";"";"";"Békés megye";"8849";"8786,0";
"";"";"";"Csongrád megye";"9351";"9318,5";
"";"";"5 - 9  éves";"Budapest";"35242";"34412,0";
"";"";"";"Pest megye";"32206";"31882,0";
"";"";"";"Fejér megye";"12092";"11795,0";
"";"";"";"Komárom-Esztergom megye";"8772";"8559,5";
"";"";"";"Veszprém megye";"10032";"9819,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11245";"11065,0";
"";"";"";"Vas megye";"7227";"7058,0";
"";"";"";"Zala megye";"7443";"7242,5";
"";"";"";"Baranya megye";"10719";"10488,5";
"";"";"";"Somogy megye";"9193";"9034,5";
"";"";"";"Tolna megye";"6683";"6506,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22947";"22549,0";
"";"";"";"Heves megye";"8639";"8438,0";
"";"";"";"Nógrád megye";"5961";"5876,5";
"";"";"";"Hajdú-Bihar megye";"16683";"16356,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19636";"19473,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11917";"11696,5";
"";"";"";"Bács-Kiskun megye";"15329";"14945,0";
"";"";"";"Békés megye";"10735";"10443,5";
"";"";"";"Csongrád megye";"11157";"10959,5";
"";"";"10 - 14 éves";"Budapest";"39621";"39245,0";
"";"";"";"Pest megye";"33277";"33735,5";
"";"";"";"Fejér megye";"13659";"13668,5";
"";"";"";"Komárom-Esztergom megye";"9692";"9668,5";
"";"";"";"Veszprém megye";"11386";"11268,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12554";"12506,0";
"";"";"";"Vas megye";"7869";"7813,5";
"";"";"";"Zala megye";"8646";"8591,0";
"";"";"";"Baranya megye";"11878";"11801,5";
"";"";"";"Somogy megye";"10207";"10206,5";
"";"";"";"Tolna megye";"7743";"7736,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25058";"24918,5";
"";"";"";"Heves megye";"9579";"9541,0";
"";"";"";"Nógrád megye";"6646";"6608,5";
"";"";"";"Hajdú-Bihar megye";"18421";"18375,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20886";"20745,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13385";"13299,0";
"";"";"";"Bács-Kiskun megye";"17327";"17247,0";
"";"";"";"Békés megye";"12315";"12227,5";
"";"";"";"Csongrád megye";"12476";"12412,0";
"";"";"15 - 19 éves";"Budapest";"46682";"45714,5";
"";"";"";"Pest megye";"33025";"33141,0";
"";"";"";"Fejér megye";"13671";"13527,0";
"";"";"";"Komárom-Esztergom megye";"10069";"10005,0";
"";"";"";"Veszprém megye";"12524";"12423,5";
"";"";"";"Gyõr-Moson-Sopron megye";"14150";"14017,5";
"";"";"";"Vas megye";"8310";"8197,0";
"";"";"";"Zala megye";"9580";"9469,0";
"";"";"";"Baranya megye";"13333";"13218,5";
"";"";"";"Somogy megye";"10582";"10471,5";
"";"";"";"Tolna megye";"7907";"7842,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25865";"25831,5";
"";"";"";"Heves megye";"10280";"10224,0";
"";"";"";"Nógrád megye";"6705";"6668,5";
"";"";"";"Hajdú-Bihar megye";"19234";"19148,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21726";"21670,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13592";"13489,5";
"";"";"";"Bács-Kiskun megye";"17752";"17694,5";
"";"";"";"Békés megye";"12913";"12896,0";
"";"";"";"Csongrád megye";"13711";"13582,5";
"";"";"20 - 24 éves";"Budapest";"70043";"67293,5";
"";"";"";"Pest megye";"40326";"39550,5";
"";"";"";"Fejér megye";"16351";"15983,5";
"";"";"";"Komárom-Esztergom megye";"11779";"11454,0";
"";"";"";"Veszprém megye";"14389";"14181,0";
"";"";"";"Gyõr-Moson-Sopron megye";"17371";"17052,5";
"";"";"";"Vas megye";"9890";"9653,0";
"";"";"";"Zala megye";"10758";"10657,5";
"";"";"";"Baranya megye";"15572";"15287,5";
"";"";"";"Somogy megye";"11861";"11647,0";
"";"";"";"Tolna megye";"8457";"8257,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26652";"26244,0";
"";"";"";"Heves megye";"11880";"11591,5";
"";"";"";"Nógrád megye";"7420";"7249,5";
"";"";"";"Hajdú-Bihar megye";"21642";"21353,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22207";"21830,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15406";"15114,5";
"";"";"";"Bács-Kiskun megye";"19419";"19053,5";
"";"";"";"Békés megye";"13465";"13173,0";
"";"";"";"Csongrád megye";"16513";"16235,5";
"";"";"25 - 29 éves";"Budapest";"78625";"80187,5";
"";"";"";"Pest megye";"44843";"45707,5";
"";"";"";"Fejér megye";"17115";"17398,0";
"";"";"";"Komárom-Esztergom megye";"12580";"12864,0";
"";"";"";"Veszprém megye";"14274";"14403,5";
"";"";"";"Gyõr-Moson-Sopron megye";"17702";"18119,0";
"";"";"";"Vas megye";"10319";"10439,0";
"";"";"";"Zala megye";"11078";"11199,5";
"";"";"";"Baranya megye";"15670";"15859,5";
"";"";"";"Somogy megye";"12407";"12548,0";
"";"";"";"Tolna megye";"9289";"9375,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26482";"26604,5";
"";"";"";"Heves megye";"11913";"12095,0";
"";"";"";"Nógrád megye";"7755";"7803,5";
"";"";"";"Hajdú-Bihar megye";"21739";"22045,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"23059";"23148,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15133";"15322,0";
"";"";"";"Bács-Kiskun megye";"20477";"20715,5";
"";"";"";"Békés megye";"14433";"14538,0";
"";"";"";"Csongrád megye";"16931";"17206,5";
"";"";"30 - 34 éves";"Budapest";"65005";"65363,5";
"";"";"";"Pest megye";"41373";"42126,0";
"";"";"";"Fejér megye";"14814";"14887,0";
"";"";"";"Komárom-Esztergom megye";"10791";"10695,0";
"";"";"";"Veszprém megye";"12337";"12420,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15037";"15179,0";
"";"";"";"Vas megye";"9314";"9334,0";
"";"";"";"Zala megye";"9903";"9945,5";
"";"";"";"Baranya megye";"13733";"13747,0";
"";"";"";"Somogy megye";"11055";"11108,5";
"";"";"";"Tolna megye";"8451";"8408,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24591";"24460,5";
"";"";"";"Heves megye";"10457";"10527,0";
"";"";"";"Nógrád megye";"7127";"7037,5";
"";"";"";"Hajdú-Bihar megye";"19395";"19334,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20164";"20275,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13441";"13334,0";
"";"";"";"Bács-Kiskun megye";"18215";"18168,5";
"";"";"";"Békés megye";"12740";"12711,5";
"";"";"";"Csongrád megye";"14666";"14735,0";
"";"";"35 - 39 éves";"Budapest";"49654";"50897,5";
"";"";"";"Pest megye";"33892";"35008,5";
"";"";"";"Fejér megye";"12716";"12928,0";
"";"";"";"Komárom-Esztergom megye";"9856";"9946,0";
"";"";"";"Veszprém megye";"11415";"11550,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12852";"12959,0";
"";"";"";"Vas megye";"7996";"8094,0";
"";"";"";"Zala megye";"9155";"9203,5";
"";"";"";"Baranya megye";"12739";"12881,5";
"";"";"";"Somogy megye";"10011";"10081,0";
"";"";"";"Tolna megye";"7552";"7691,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23177";"23237,5";
"";"";"";"Heves megye";"9339";"9394,0";
"";"";"";"Nógrád megye";"6691";"6803,0";
"";"";"";"Hajdú-Bihar megye";"16952";"17191,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18197";"18358,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12210";"12276,5";
"";"";"";"Bács-Kiskun megye";"16472";"16634,5";
"";"";"";"Békés megye";"11634";"11719,0";
"";"";"";"Csongrád megye";"12820";"12944,5";
"";"";"40 - 44 éves";"Budapest";"51622";"50403,5";
"";"";"";"Pest megye";"36102";"35692,5";
"";"";"";"Fejér megye";"15006";"14595,0";
"";"";"";"Komárom-Esztergom megye";"10846";"10643,5";
"";"";"";"Veszprém megye";"13106";"12761,0";
"";"";"";"Gyõr-Moson-Sopron megye";"14524";"14139,5";
"";"";"";"Vas megye";"9146";"8999,0";
"";"";"";"Zala megye";"10925";"10693,0";
"";"";"";"Baranya megye";"14773";"14375,0";
"";"";"";"Somogy megye";"11679";"11438,5";
"";"";"";"Tolna megye";"8931";"8634,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26010";"25617,0";
"";"";"";"Heves megye";"11149";"10843,0";
"";"";"";"Nógrád megye";"7659";"7499,5";
"";"";"";"Hajdú-Bihar megye";"19197";"18822,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20874";"20406,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13808";"13492,5";
"";"";"";"Bács-Kiskun megye";"18898";"18530,0";
"";"";"";"Békés megye";"13296";"12916,0";
"";"";"";"Csongrád megye";"13967";"13793,5";
"";"";"45 - 49 éves";"Budapest";"78039";"75862,0";
"";"";"";"Pest megye";"45393";"45109,0";
"";"";"";"Fejér megye";"18182";"18217,5";
"";"";"";"Komárom-Esztergom megye";"13581";"13456,0";
"";"";"";"Veszprém megye";"15860";"15860,5";
"";"";"";"Gyõr-Moson-Sopron megye";"18500";"18338,0";
"";"";"";"Vas megye";"11439";"11357,0";
"";"";"";"Zala megye";"13184";"13129,0";
"";"";"";"Baranya megye";"17284";"17349,0";
"";"";"";"Somogy megye";"14414";"14342,5";
"";"";"";"Tolna megye";"10850";"10849,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"29947";"29938,0";
"";"";"";"Heves megye";"13871";"13783,0";
"";"";"";"Nógrád megye";"9152";"9149,0";
"";"";"";"Hajdú-Bihar megye";"22090";"22154,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"23008";"23134,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"17478";"17407,5";
"";"";"";"Bács-Kiskun megye";"22489";"22513,0";
"";"";"";"Békés megye";"16618";"16561,0";
"";"";"";"Csongrád megye";"18231";"17998,5";
"";"";"50 - 54 éves";"Budapest";"72741";"72042,0";
"";"";"";"Pest megye";"41336";"41821,0";
"";"";"";"Fejér megye";"15564";"15672,0";
"";"";"";"Komárom-Esztergom megye";"11785";"11835,0";
"";"";"";"Veszprém megye";"13394";"13536,0";
"";"";"";"Gyõr-Moson-Sopron megye";"15862";"16060,0";
"";"";"";"Vas megye";"10101";"10184,0";
"";"";"";"Zala megye";"10894";"11069,0";
"";"";"";"Baranya megye";"15019";"15087,0";
"";"";"";"Somogy megye";"12859";"13008,0";
"";"";"";"Tolna megye";"9530";"9576,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26087";"26290,0";
"";"";"";"Heves megye";"12235";"12353,0";
"";"";"";"Nógrád megye";"8042";"8068,5";
"";"";"";"Hajdú-Bihar megye";"19350";"19491,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19861";"20149,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"14914";"15074,5";
"";"";"";"Bács-Kiskun megye";"19822";"19855,5";
"";"";"";"Békés megye";"14991";"14995,0";
"";"";"";"Csongrád megye";"16301";"16335,5";
"";"";"55 - 59 éves";"Budapest";"68936";"69118,0";
"";"";"";"Pest megye";"35130";"35498,0";
"";"";"";"Fejér megye";"12711";"12809,0";
"";"";"";"Komárom-Esztergom megye";"9983";"9940,5";
"";"";"";"Veszprém megye";"11356";"11313,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13406";"13470,0";
"";"";"";"Vas megye";"8404";"8414,0";
"";"";"";"Zala megye";"9160";"9179,0";
"";"";"";"Baranya megye";"12621";"12586,5";
"";"";"";"Somogy megye";"10469";"10418,0";
"";"";"";"Tolna megye";"7627";"7701,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22630";"22432,0";
"";"";"";"Heves megye";"10837";"10821,5";
"";"";"";"Nógrád megye";"7521";"7478,0";
"";"";"";"Hajdú-Bihar megye";"15865";"15962,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14881";"15141,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12812";"12784,5";
"";"";"";"Bács-Kiskun megye";"17465";"17589,0";
"";"";"";"Békés megye";"12435";"12515,0";
"";"";"";"Csongrád megye";"14389";"14511,0";
"";"";"60 - 64 éves";"Budapest";"55979";"57179,0";
"";"";"";"Pest megye";"30524";"31249,0";
"";"";"";"Fejér megye";"12600";"12710,0";
"";"";"";"Komárom-Esztergom megye";"9740";"9838,0";
"";"";"";"Veszprém megye";"11359";"11458,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12299";"12397,5";
"";"";"";"Vas megye";"7772";"7897,0";
"";"";"";"Zala megye";"9155";"9187,5";
"";"";"";"Baranya megye";"12440";"12550,0";
"";"";"";"Somogy megye";"10501";"10610,0";
"";"";"";"Tolna megye";"7607";"7629,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"22977";"23004,0";
"";"";"";"Heves megye";"10535";"10602,5";
"";"";"";"Nógrád megye";"7110";"7199,0";
"";"";"";"Hajdú-Bihar megye";"15376";"15336,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15083";"14899,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13026";"13053,5";
"";"";"";"Bács-Kiskun megye";"16740";"16804,0";
"";"";"";"Békés megye";"12682";"12731,5";
"";"";"";"Csongrád megye";"13072";"13191,5";
"";"";"65 - 69 éves";"Budapest";"51359";"50623,0";
"";"";"";"Pest megye";"27340";"27362,5";
"";"";"";"Fejér megye";"12111";"12079,0";
"";"";"";"Komárom-Esztergom megye";"8743";"8729,5";
"";"";"";"Veszprém megye";"10300";"10303,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11341";"11338,0";
"";"";"";"Vas megye";"7230";"7153,0";
"";"";"";"Zala megye";"8839";"8738,5";
"";"";"";"Baranya megye";"11822";"11751,5";
"";"";"";"Somogy megye";"9956";"9862,5";
"";"";"";"Tolna megye";"7222";"7149,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21850";"21736,0";
"";"";"";"Heves megye";"10202";"10100,5";
"";"";"";"Nógrád megye";"6950";"6902,0";
"";"";"";"Hajdú-Bihar megye";"14230";"14256,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15142";"14963,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12279";"12261,5";
"";"";"";"Bács-Kiskun megye";"15669";"15701,0";
"";"";"";"Békés megye";"11947";"11855,5";
"";"";"";"Csongrád megye";"11772";"11761,0";
"";"";"70 - 74 éves";"Budapest";"52278";"51751,0";
"";"";"";"Pest megye";"24358";"24559,5";
"";"";"";"Fejér megye";"10091";"10225,0";
"";"";"";"Komárom-Esztergom megye";"7581";"7612,0";
"";"";"";"Veszprém megye";"9334";"9374,0";
"";"";"";"Gyõr-Moson-Sopron megye";"10930";"10920,5";
"";"";"";"Vas megye";"7151";"7189,5";
"";"";"";"Zala megye";"8493";"8559,5";
"";"";"";"Baranya megye";"10785";"10830,0";
"";"";"";"Somogy megye";"9207";"9239,5";
"";"";"";"Tolna megye";"6806";"6833,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18699";"18947,0";
"";"";"";"Heves megye";"9201";"9301,0";
"";"";"";"Nógrád megye";"6065";"6133,5";
"";"";"";"Hajdú-Bihar megye";"13093";"13155,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13713";"13806,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11045";"11016,0";
"";"";"";"Bács-Kiskun megye";"14831";"14815,0";
"";"";"";"Békés megye";"10844";"10875,5";
"";"";"";"Csongrád megye";"11216";"11194,5";
"";"";"75 - 79 éves";"Budapest";"46574";"45990,0";
"";"";"";"Pest megye";"19909";"19893,0";
"";"";"";"Fejér megye";"7703";"7703,5";
"";"";"";"Komárom-Esztergom megye";"6028";"5984,0";
"";"";"";"Veszprém megye";"7347";"7354,0";
"";"";"";"Gyõr-Moson-Sopron megye";"8934";"8872,5";
"";"";"";"Vas megye";"6009";"5963,5";
"";"";"";"Zala megye";"7085";"6979,0";
"";"";"";"Baranya megye";"8536";"8500,5";
"";"";"";"Somogy megye";"7383";"7398,0";
"";"";"";"Tolna megye";"5601";"5546,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"15212";"15070,5";
"";"";"";"Heves megye";"7734";"7623,5";
"";"";"";"Nógrád megye";"4783";"4765,0";
"";"";"";"Hajdú-Bihar megye";"10552";"10485,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"11146";"11106,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"8828";"8814,0";
"";"";"";"Bács-Kiskun megye";"12231";"12152,5";
"";"";"";"Békés megye";"9391";"9255,5";
"";"";"";"Csongrád megye";"9674";"9619,5";
"";"";"80 - 84 éves";"Budapest";"28044";"29575,5";
"";"";"";"Pest megye";"10822";"11715,0";
"";"";"";"Fejér megye";"3813";"4172,0";
"";"";"";"Komárom-Esztergom megye";"3141";"3366,5";
"";"";"";"Veszprém megye";"3831";"4132,0";
"";"";"";"Gyõr-Moson-Sopron megye";"4818";"5171,0";
"";"";"";"Vas megye";"3238";"3442,5";
"";"";"";"Zala megye";"3713";"4034,0";
"";"";"";"Baranya megye";"4565";"4913,0";
"";"";"";"Somogy megye";"4038";"4314,0";
"";"";"";"Tolna megye";"2852";"3117,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"8179";"8788,0";
"";"";"";"Heves megye";"4387";"4690,0";
"";"";"";"Nógrád megye";"2804";"2955,0";
"";"";"";"Hajdú-Bihar megye";"5319";"5806,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"5517";"5981,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"4735";"5090,0";
"";"";"";"Bács-Kiskun megye";"6479";"6965,5";
"";"";"";"Békés megye";"4917";"5317,0";
"";"";"";"Csongrád megye";"5107";"5470,0";
"";"";"85 - X  éves";"Budapest";"21782";"21249,0";
"";"";"";"Pest megye";"8010";"7777,0";
"";"";"";"Fejér megye";"2730";"2643,5";
"";"";"";"Komárom-Esztergom megye";"2038";"1996,5";
"";"";"";"Veszprém megye";"2550";"2469,0";
"";"";"";"Gyõr-Moson-Sopron megye";"3269";"3204,0";
"";"";"";"Vas megye";"2163";"2123,0";
"";"";"";"Zala megye";"2470";"2408,0";
"";"";"";"Baranya megye";"2695";"2611,0";
"";"";"";"Somogy megye";"2469";"2429,0";
"";"";"";"Tolna megye";"1867";"1792,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"5460";"5308,0";
"";"";"";"Heves megye";"2991";"2899,0";
"";"";"";"Nógrád megye";"1758";"1710,5";
"";"";"";"Hajdú-Bihar megye";"3914";"3758,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"3323";"3218,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"3538";"3422,5";
"";"";"";"Bács-Kiskun megye";"4466";"4286,5";
"";"";"";"Békés megye";"3697";"3564,0";
"";"";"";"Csongrád megye";"3899";"3762,5";
"2003. év";"Férfi";"0 -  4 éves";"Budapest";"34922";"35171,5";
"";"";"";"Pest megye";"29741";"30267,0";
"";"";"";"Fejér megye";"10458";"10442,5";
"";"";"";"Komárom-Esztergom megye";"7515";"7525,5";
"";"";"";"Veszprém megye";"8221";"8199,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10077";"10110,0";
"";"";"";"Vas megye";"5877";"5916,5";
"";"";"";"Zala megye";"6356";"6278,5";
"";"";"";"Baranya megye";"9420";"9440,0";
"";"";"";"Somogy megye";"8010";"7968,5";
"";"";"";"Tolna megye";"5862";"5836,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20527";"20289,0";
"";"";"";"Heves megye";"7731";"7706,0";
"";"";"";"Nógrád megye";"5399";"5357,0";
"";"";"";"Hajdú-Bihar megye";"14843";"14858,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17498";"17200,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10423";"10335,0";
"";"";"";"Bács-Kiskun megye";"13066";"12978,0";
"";"";"";"Békés megye";"9084";"9014,5";
"";"";"";"Csongrád megye";"9733";"9733,5";
"";"";"5 - 9  éves";"Budapest";"35524";"34778,0";
"";"";"";"Pest megye";"33590";"33410,5";
"";"";"";"Fejér megye";"12049";"11769,0";
"";"";"";"Komárom-Esztergom megye";"8740";"8589,5";
"";"";"";"Veszprém megye";"10114";"9842,0";
"";"";"";"Gyõr-Moson-Sopron megye";"11345";"11213,5";
"";"";"";"Vas megye";"7163";"6992,0";
"";"";"";"Zala megye";"7630";"7507,5";
"";"";"";"Baranya megye";"10686";"10427,0";
"";"";"";"Somogy megye";"9450";"9251,0";
"";"";"";"Tolna megye";"6892";"6727,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23320";"23033,5";
"";"";"";"Heves megye";"8833";"8677,5";
"";"";"";"Nógrád megye";"6115";"6040,0";
"";"";"";"Hajdú-Bihar megye";"16759";"16488,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20154";"19923,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11983";"11747,5";
"";"";"";"Bács-Kiskun megye";"14949";"14701,5";
"";"";"";"Békés megye";"10669";"10397,0";
"";"";"";"Csongrád megye";"11225";"10973,0";
"";"";"10 - 14 éves";"Budapest";"40491";"40068,0";
"";"";"";"Pest megye";"35880";"36183,0";
"";"";"";"Fejér megye";"14255";"14238,5";
"";"";"";"Komárom-Esztergom megye";"10179";"10079,5";
"";"";"";"Veszprém megye";"11859";"11801,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13274";"13155,0";
"";"";"";"Vas megye";"8212";"8088,0";
"";"";"";"Zala megye";"9115";"9000,0";
"";"";"";"Baranya megye";"12346";"12233,5";
"";"";"";"Somogy megye";"10447";"10421,5";
"";"";"";"Tolna megye";"8186";"8101,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26210";"25846,0";
"";"";"";"Heves megye";"9904";"9865,0";
"";"";"";"Nógrád megye";"6828";"6788,5";
"";"";"";"Hajdú-Bihar megye";"19034";"18865,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21400";"21264,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"13820";"13709,0";
"";"";"";"Bács-Kiskun megye";"17979";"17773,0";
"";"";"";"Békés megye";"12402";"12339,0";
"";"";"";"Csongrád megye";"13053";"12979,0";
"";"";"15 - 19 éves";"Budapest";"45360";"44849,0";
"";"";"";"Pest megye";"35132";"35398,5";
"";"";"";"Fejér megye";"14383";"14403,0";
"";"";"";"Komárom-Esztergom megye";"10429";"10481,0";
"";"";"";"Veszprém megye";"12606";"12464,0";
"";"";"";"Gyõr-Moson-Sopron megye";"15400";"15124,5";
"";"";"";"Vas megye";"8450";"8499,0";
"";"";"";"Zala megye";"9606";"9635,0";
"";"";"";"Baranya megye";"13043";"13011,5";
"";"";"";"Somogy megye";"11055";"10978,5";
"";"";"";"Tolna megye";"8440";"8390,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26626";"26588,5";
"";"";"";"Heves megye";"10509";"10480,0";
"";"";"";"Nógrád megye";"6708";"6682,0";
"";"";"";"Hajdú-Bihar megye";"19326";"19339,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22154";"22099,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13882";"13885,5";
"";"";"";"Bács-Kiskun megye";"17809";"17719,5";
"";"";"";"Békés megye";"13136";"13028,0";
"";"";"";"Csongrád megye";"13799";"13722,5";
"";"";"20 - 24 éves";"Budapest";"64444";"61914,5";
"";"";"";"Pest megye";"40939";"40175,5";
"";"";"";"Fejér megye";"17192";"16702,5";
"";"";"";"Komárom-Esztergom megye";"11943";"11681,5";
"";"";"";"Veszprém megye";"14955";"14727,5";
"";"";"";"Gyõr-Moson-Sopron megye";"18037";"17641,5";
"";"";"";"Vas megye";"9815";"9563,0";
"";"";"";"Zala megye";"11126";"10915,0";
"";"";"";"Baranya megye";"15778";"15337,0";
"";"";"";"Somogy megye";"12244";"12058,0";
"";"";"";"Tolna megye";"8890";"8761,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"28114";"27631,5";
"";"";"";"Heves megye";"11700";"11522,5";
"";"";"";"Nógrád megye";"7786";"7669,0";
"";"";"";"Hajdú-Bihar megye";"21800";"21304,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22603";"22382,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"15840";"15432,5";
"";"";"";"Bács-Kiskun megye";"20129";"19837,0";
"";"";"";"Békés megye";"13951";"13736,0";
"";"";"";"Csongrád megye";"16197";"15849,5";
"";"";"25 - 29 éves";"Budapest";"78873";"79863,5";
"";"";"";"Pest megye";"47559";"48492,5";
"";"";"";"Fejér megye";"19020";"19248,5";
"";"";"";"Komárom-Esztergom megye";"13797";"13997,5";
"";"";"";"Veszprém megye";"15798";"15972,0";
"";"";"";"Gyõr-Moson-Sopron megye";"19904";"20269,0";
"";"";"";"Vas megye";"11199";"11305,5";
"";"";"";"Zala megye";"12274";"12321,5";
"";"";"";"Baranya megye";"16670";"16908,5";
"";"";"";"Somogy megye";"13274";"13385,5";
"";"";"";"Tolna megye";"9927";"9954,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"28518";"28825,0";
"";"";"";"Heves megye";"12988";"13182,0";
"";"";"";"Nógrád megye";"8831";"8870,0";
"";"";"";"Hajdú-Bihar megye";"23317";"23494,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"24119";"24145,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"16616";"16874,0";
"";"";"";"Bács-Kiskun megye";"22050";"22235,0";
"";"";"";"Békés megye";"15537";"15560,5";
"";"";"";"Csongrád megye";"18154";"18295,0";
"";"";"30 - 34 éves";"Budapest";"65392";"65335,5";
"";"";"";"Pest megye";"43004";"43419,0";
"";"";"";"Fejér megye";"15674";"15769,0";
"";"";"";"Komárom-Esztergom megye";"11865";"11819,0";
"";"";"";"Veszprém megye";"13003";"12988,0";
"";"";"";"Gyõr-Moson-Sopron megye";"16601";"16683,0";
"";"";"";"Vas megye";"9865";"9849,5";
"";"";"";"Zala megye";"10443";"10503,5";
"";"";"";"Baranya megye";"14135";"14122,5";
"";"";"";"Somogy megye";"11540";"11562,5";
"";"";"";"Tolna megye";"8507";"8500,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25046";"24867,5";
"";"";"";"Heves megye";"10962";"10965,5";
"";"";"";"Nógrád megye";"7517";"7453,0";
"";"";"";"Hajdú-Bihar megye";"19956";"19978,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20777";"20811,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"14197";"14162,5";
"";"";"";"Bács-Kiskun megye";"19072";"19099,0";
"";"";"";"Békés megye";"13142";"13120,5";
"";"";"";"Csongrád megye";"15061";"15115,5";
"";"";"35 - 39 éves";"Budapest";"50083";"51543,5";
"";"";"";"Pest megye";"36782";"38362,5";
"";"";"";"Fejér megye";"13627";"13906,0";
"";"";"";"Komárom-Esztergom megye";"10259";"10461,0";
