"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Nógrád megye";"7372";"7337,0";
"";"";"";"Hajdú-Bihar megye";"15744";"15622,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16456";"16308,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12999";"13028,5";
"";"";"";"Bács-Kiskun megye";"16861";"16694,0";
"";"";"";"Békés megye";"12692";"12647,5";
"";"";"";"Csongrád megye";"13114";"12949,5";
"";"";"65 - 69 éves";"Budapest";"64534";"64013,5";
"";"";"";"Pest megye";"25507";"25535,0";
"";"";"";"Fejér megye";"10504";"10566,5";
"";"";"";"Komárom-Esztergom megye";"8232";"8188,0";
"";"";"";"Veszprém megye";"9995";"10030,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11857";"11860,0";
"";"";"";"Vas megye";"8207";"8149,0";
"";"";"";"Zala megye";"9361";"9277,5";
"";"";"";"Baranya megye";"11945";"12003,0";
"";"";"";"Somogy megye";"10493";"10457,5";
"";"";"";"Tolna megye";"7422";"7436,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20784";"20719,0";
"";"";"";"Heves megye";"10067";"10018,0";
"";"";"";"Nógrád megye";"6597";"6558,0";
"";"";"";"Hajdú-Bihar megye";"14472";"14400,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15435";"15356,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11924";"11919,0";
"";"";"";"Bács-Kiskun megye";"16264";"16212,0";
"";"";"";"Békés megye";"12488";"12445,5";
"";"";"";"Csongrád megye";"13198";"13101,0";
"";"";"70 - 74 éves";"Budapest";"54891";"57012,5";
"";"";"";"Pest megye";"20249";"21369,0";
"";"";"";"Fejér megye";"7752";"8270,0";
"";"";"";"Komárom-Esztergom megye";"6283";"6652,5";
"";"";"";"Veszprém megye";"7618";"8063,5";
"";"";"";"Gyõr-Moson-Sopron megye";"9360";"9868,5";
"";"";"";"Vas megye";"6402";"6764,5";
"";"";"";"Zala megye";"7428";"7900,5";
"";"";"";"Baranya megye";"9452";"9993,0";
"";"";"";"Somogy megye";"8427";"8841,0";
"";"";"";"Tolna megye";"5957";"6297,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"16343";"17166,5";
"";"";"";"Heves megye";"8519";"8946,0";
"";"";"";"Nógrád megye";"5559";"5821,5";
"";"";"";"Hajdú-Bihar megye";"11075";"11821,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"11509";"12224,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9331";"9813,5";
"";"";"";"Bács-Kiskun megye";"12745";"13551,0";
"";"";"";"Békés megye";"9976";"10514,5";
"";"";"";"Csongrád megye";"9981";"10643,5";
"";"";"75 - 79 éves";"Budapest";"36955";"34824,0";
"";"";"";"Pest megye";"12192";"11371,0";
"";"";"";"Fejér megye";"4453";"4141,0";
"";"";"";"Komárom-Esztergom megye";"3654";"3451,5";
"";"";"";"Veszprém megye";"4337";"4060,0";
"";"";"";"Gyõr-Moson-Sopron megye";"5470";"5170,0";
"";"";"";"Vas megye";"3918";"3677,5";
"";"";"";"Zala megye";"4394";"4060,0";
"";"";"";"Baranya megye";"4979";"4659,0";
"";"";"";"Somogy megye";"4866";"4533,5";
"";"";"";"Tolna megye";"3292";"3047,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"9574";"9022,5";
"";"";"";"Heves megye";"5157";"4794,5";
"";"";"";"Nógrád megye";"3055";"2876,0";
"";"";"";"Hajdú-Bihar megye";"6574";"6076,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"6153";"5765,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"5853";"5417,5";
"";"";"";"Bács-Kiskun megye";"7576";"6994,5";
"";"";"";"Békés megye";"6065";"5575,0";
"";"";"";"Csongrád megye";"6663";"6130,5";
"";"";"80 - 84 éves";"Budapest";"31936";"32314,5";
"";"";"";"Pest megye";"10398";"10568,0";
"";"";"";"Fejér megye";"3842";"3887,0";
"";"";"";"Komárom-Esztergom megye";"2824";"2878,0";
"";"";"";"Veszprém megye";"3829";"3849,0";
"";"";"";"Gyõr-Moson-Sopron megye";"4541";"4534,0";
"";"";"";"Vas megye";"3339";"3334,0";
"";"";"";"Zala megye";"3789";"3787,5";
"";"";"";"Baranya megye";"4529";"4498,0";
"";"";"";"Somogy megye";"4153";"4152,0";
"";"";"";"Tolna megye";"2899";"2939,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"8003";"8069,5";
"";"";"";"Heves megye";"4594";"4644,5";
"";"";"";"Nógrád megye";"2759";"2764,0";
"";"";"";"Hajdú-Bihar megye";"5893";"5916,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"5188";"5208,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"5293";"5341,5";
"";"";"";"Bács-Kiskun megye";"6993";"7030,5";
"";"";"";"Békés megye";"5507";"5578,5";
"";"";"";"Csongrád megye";"6107";"6180,5";
"";"";"85 - X  éves";"Budapest";"18990";"19334,5";
"";"";"";"Pest megye";"5466";"5569,5";
"";"";"";"Fejér megye";"2091";"2108,5";
"";"";"";"Komárom-Esztergom megye";"1427";"1460,0";
"";"";"";"Veszprém megye";"2060";"2120,0";
"";"";"";"Gyõr-Moson-Sopron megye";"2426";"2479,0";
"";"";"";"Vas megye";"1756";"1795,0";
"";"";"";"Zala megye";"1946";"1989,0";
"";"";"";"Baranya megye";"2300";"2357,0";
"";"";"";"Somogy megye";"2082";"2077,0";
"";"";"";"Tolna megye";"1418";"1445,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"3968";"4060,5";
"";"";"";"Heves megye";"2427";"2472,5";
"";"";"";"Nógrád megye";"1445";"1455,0";
"";"";"";"Hajdú-Bihar megye";"3034";"3100,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"2606";"2633,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"2732";"2788,0";
"";"";"";"Bács-Kiskun megye";"3714";"3762,0";
"";"";"";"Békés megye";"2773";"2835,0";
"";"";"";"Csongrád megye";"3256";"3317,0";
"1994. év";"Férfi";"0 -  4 éves";"Budapest";"49475";"48902,0";
"";"";"";"Pest megye";"30242";"30415,0";
"";"";"";"Fejér megye";"13773";"13634,0";
"";"";"";"Komárom-Esztergom megye";"9573";"9525,5";
"";"";"";"Veszprém megye";"11862";"11769,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12419";"12384,5";
"";"";"";"Vas megye";"7743";"7704,5";
"";"";"";"Zala megye";"8694";"8557,0";
"";"";"";"Baranya megye";"12442";"12306,5";
"";"";"";"Somogy megye";"10163";"10180,5";
"";"";"";"Tolna megye";"7710";"7678,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25409";"25389,5";
"";"";"";"Heves megye";"9466";"9399,5";
"";"";"";"Nógrád megye";"6639";"6621,5";
"";"";"";"Hajdú-Bihar megye";"19020";"18922,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20016";"19989,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13306";"13250,0";
"";"";"";"Bács-Kiskun megye";"16958";"16889,5";
"";"";"";"Békés megye";"11830";"11646,5";
"";"";"";"Csongrád megye";"12935";"12842,0";
"";"";"5 - 9  éves";"Budapest";"49807";"49489,0";
"";"";"";"Pest megye";"30343";"30621,0";
"";"";"";"Fejér megye";"14143";"14167,5";
"";"";"";"Komárom-Esztergom megye";"10088";"10075,0";
"";"";"";"Veszprém megye";"12322";"12269,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12952";"12891,5";
"";"";"";"Vas megye";"8331";"8278,0";
"";"";"";"Zala megye";"9348";"9329,5";
"";"";"";"Baranya megye";"12615";"12635,0";
"";"";"";"Somogy megye";"10190";"10167,5";
"";"";"";"Tolna megye";"8114";"8025,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"25880";"25924,0";
"";"";"";"Heves megye";"9740";"9731,5";
"";"";"";"Nógrád megye";"6695";"6646,0";
"";"";"";"Hajdú-Bihar megye";"18344";"18481,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21044";"21002,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13474";"13486,5";
"";"";"";"Bács-Kiskun megye";"16788";"16913,0";
"";"";"";"Békés megye";"12294";"12350,0";
"";"";"";"Csongrád megye";"12529";"12603,0";
"";"";"10 - 14 éves";"Budapest";"58240";"56299,5";
"";"";"";"Pest megye";"33462";"32765,5";
"";"";"";"Fejér megye";"15657";"15204,5";
"";"";"";"Komárom-Esztergom megye";"10876";"10594,0";
"";"";"";"Veszprém megye";"14202";"13877,5";
"";"";"";"Gyõr-Moson-Sopron megye";"15334";"14905,5";
"";"";"";"Vas megye";"9445";"9231,5";
"";"";"";"Zala megye";"10555";"10281,5";
"";"";"";"Baranya megye";"13889";"13557,0";
"";"";"";"Somogy megye";"11559";"11280,0";
"";"";"";"Tolna megye";"8908";"8756,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"27608";"27120,5";
"";"";"";"Heves megye";"11067";"10847,5";
"";"";"";"Nógrád megye";"7465";"7287,5";
"";"";"";"Hajdú-Bihar megye";"20119";"19672,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"22603";"22255,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15173";"14783,0";
"";"";"";"Bács-Kiskun megye";"18434";"17917,0";
"";"";"";"Békés megye";"13650";"13319,5";
"";"";"";"Csongrád megye";"14043";"13631,5";
"";"";"15 - 19 éves";"Budapest";"86496";"84716,5";
"";"";"";"Pest megye";"43925";"43318,5";
"";"";"";"Fejér megye";"19797";"19628,0";
"";"";"";"Komárom-Esztergom megye";"14090";"13845,5";
"";"";"";"Veszprém megye";"16894";"16963,0";
"";"";"";"Gyõr-Moson-Sopron megye";"20293";"19597,5";
"";"";"";"Vas megye";"11741";"11383,0";
"";"";"";"Zala megye";"12865";"12837,0";
"";"";"";"Baranya megye";"18182";"17845,5";
"";"";"";"Somogy megye";"14298";"14110,5";
"";"";"";"Tolna megye";"10719";"10560,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"32143";"31841,0";
"";"";"";"Heves megye";"13900";"13583,5";
"";"";"";"Nógrád megye";"9077";"9080,0";
"";"";"";"Hajdú-Bihar megye";"25034";"24530,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"25222";"25163,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"18567";"18320,0";
"";"";"";"Bács-Kiskun megye";"22954";"22669,0";
"";"";"";"Békés megye";"16733";"16481,5";
"";"";"";"Csongrád megye";"19491";"18826,0";
"";"";"20 - 24 éves";"Budapest";"72758";"70646,5";
"";"";"";"Pest megye";"36232";"37681,5";
"";"";"";"Fejér megye";"15686";"16253,0";
"";"";"";"Komárom-Esztergom megye";"11393";"11773,0";
"";"";"";"Veszprém megye";"13350";"14122,0";
"";"";"";"Gyõr-Moson-Sopron megye";"16524";"16552,0";
"";"";"";"Vas megye";"9944";"10369,5";
"";"";"";"Zala megye";"10473";"10970,5";
"";"";"";"Baranya megye";"15597";"15672,0";
"";"";"";"Somogy megye";"11586";"12107,0";
"";"";"";"Tolna megye";"8467";"8948,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26762";"27664,5";
"";"";"";"Heves megye";"11205";"11644,5";
"";"";"";"Nógrád megye";"7597";"8040,5";
"";"";"";"Hajdú-Bihar megye";"21217";"21652,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20606";"22247,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"14539";"15294,0";
"";"";"";"Bács-Kiskun megye";"18942";"19805,5";
"";"";"";"Békés megye";"13454";"14331,0";
"";"";"";"Csongrád megye";"16093";"15980,5";
"";"";"25 - 29 éves";"Budapest";"67679";"65961,5";
"";"";"";"Pest megye";"32311";"33287,0";
"";"";"";"Fejér megye";"13879";"14293,5";
"";"";"";"Komárom-Esztergom megye";"10316";"10533,0";
"";"";"";"Veszprém megye";"12639";"12927,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13679";"13985,5";
"";"";"";"Vas megye";"8708";"8936,5";
"";"";"";"Zala megye";"9286";"9558,0";
"";"";"";"Baranya megye";"13680";"13769,5";
"";"";"";"Somogy megye";"10208";"10557,5";
"";"";"";"Tolna megye";"7730";"8049,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23751";"24436,5";
"";"";"";"Heves megye";"9646";"10004,5";
"";"";"";"Nógrád megye";"6724";"7022,5";
"";"";"";"Hajdú-Bihar megye";"18519";"18963,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17963";"18909,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"12491";"13078,5";
"";"";"";"Bács-Kiskun megye";"16739";"17272,5";
"";"";"";"Békés megye";"11881";"12363,0";
"";"";"";"Csongrád megye";"14137";"14171,0";
"";"";"30 - 34 éves";"Budapest";"54991";"52687,0";
"";"";"";"Pest megye";"29711";"29806,5";
"";"";"";"Fejér megye";"14111";"13915,5";
"";"";"";"Komárom-Esztergom megye";"10421";"10375,5";
"";"";"";"Veszprém megye";"12635";"12554,0";
"";"";"";"Gyõr-Moson-Sopron megye";"13060";"13007,0";
"";"";"";"Vas megye";"8632";"8595,5";
"";"";"";"Zala megye";"9662";"9542,5";
"";"";"";"Baranya megye";"13627";"13308,5";
"";"";"";"Somogy megye";"10728";"10611,0";
"";"";"";"Tolna megye";"7802";"7663,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"23806";"23932,0";
"";"";"";"Heves megye";"9815";"9744,0";
"";"";"";"Nógrád megye";"6989";"6961,0";
"";"";"";"Hajdú-Bihar megye";"17685";"17810,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18772";"18991,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12446";"12512,0";
"";"";"";"Bács-Kiskun megye";"16802";"16670,5";
"";"";"";"Békés megye";"11848";"11832,5";
"";"";"";"Csongrád megye";"12597";"12425,0";
"";"";"35 - 39 éves";"Budapest";"71568";"65144,0";
"";"";"";"Pest megye";"38245";"36951,5";
"";"";"";"Fejér megye";"18267";"17710,0";
"";"";"";"Komárom-Esztergom megye";"13246";"12743,0";
"";"";"";"Veszprém megye";"16164";"15682,0";
"";"";"";"Gyõr-Moson-Sopron megye";"17474";"16966,0";
"";"";"";"Vas megye";"11193";"10849,5";
"";"";"";"Zala megye";"12764";"12523,0";
"";"";"";"Baranya megye";"17756";"17216,5";
"";"";"";"Somogy megye";"14166";"13760,0";
"";"";"";"Tolna megye";"10361";"9974,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"29741";"29304,5";
"";"";"";"Heves megye";"13073";"12710,0";
"";"";"";"Nógrád megye";"8708";"8612,5";
"";"";"";"Hajdú-Bihar megye";"22253";"21897,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"23627";"23515,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"16869";"16464,5";
"";"";"";"Bács-Kiskun megye";"21813";"21271,5";
"";"";"";"Békés megye";"16390";"15993,0";
"";"";"";"Csongrád megye";"17051";"16369,5";
"";"";"40 - 44 éves";"Budapest";"76014";"76167,5";
"";"";"";"Pest megye";"39538";"40093,5";
"";"";"";"Fejér megye";"16998";"17520,5";
"";"";"";"Komárom-Esztergom megye";"12168";"12465,0";
"";"";"";"Veszprém megye";"14705";"15047,5";
"";"";"";"Gyõr-Moson-Sopron megye";"16804";"17238,0";
"";"";"";"Vas megye";"11225";"11396,5";
"";"";"";"Zala megye";"11757";"12055,5";
"";"";"";"Baranya megye";"15437";"15762,0";
"";"";"";"Somogy megye";"13298";"13582,5";
"";"";"";"Tolna megye";"9763";"9900,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"26842";"27567,0";
"";"";"";"Heves megye";"12340";"12705,0";
"";"";"";"Nógrád megye";"8373";"8598,0";
"";"";"";"Hajdú-Bihar megye";"19785";"20448,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"21004";"21775,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"15809";"16215,0";
"";"";"";"Bács-Kiskun megye";"20038";"20407,0";
"";"";"";"Békés megye";"15326";"15722,0";
"";"";"";"Csongrád megye";"16063";"16376,5";
"";"";"45 - 49 éves";"Budapest";"70056";"68425,5";
"";"";"";"Pest megye";"34148";"34361,5";
"";"";"";"Fejér megye";"13413";"13630,5";
"";"";"";"Komárom-Esztergom megye";"10561";"10483,0";
"";"";"";"Veszprém megye";"12177";"12186,5";
"";"";"";"Gyõr-Moson-Sopron megye";"14606";"14696,0";
"";"";"";"Vas megye";"9288";"9454,5";
"";"";"";"Zala megye";"9472";"9626,5";
"";"";"";"Baranya megye";"12575";"12715,0";
"";"";"";"Somogy megye";"10877";"11029,0";
"";"";"";"Tolna megye";"8213";"8184,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21731";"22051,0";
"";"";"";"Heves megye";"10480";"10624,5";
"";"";"";"Nógrád megye";"7042";"7160,0";
"";"";"";"Hajdú-Bihar megye";"16372";"16708,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16051";"16724,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13055";"13272,0";
"";"";"";"Bács-Kiskun megye";"17453";"17523,0";
"";"";"";"Békés megye";"12961";"13163,0";
"";"";"";"Csongrád megye";"14279";"14263,0";
"";"";"50 - 54 éves";"Budapest";"60481";"61260,5";
"";"";"";"Pest megye";"29138";"29656,0";
"";"";"";"Fejér megye";"11779";"11956,0";
"";"";"";"Komárom-Esztergom megye";"9688";"9720,5";
"";"";"";"Veszprém megye";"11075";"11114,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12402";"12699,5";
"";"";"";"Vas megye";"7881";"8023,0";
"";"";"";"Zala megye";"8214";"8343,0";
"";"";"";"Baranya megye";"11849";"11876,5";
"";"";"";"Somogy megye";"9453";"9564,0";
"";"";"";"Tolna megye";"6928";"7016,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20572";"20827,5";
"";"";"";"Heves megye";"9459";"9706,5";
"";"";"";"Nógrád megye";"6880";"7011,0";
"";"";"";"Hajdú-Bihar megye";"14392";"14655,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13217";"13510,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12188";"12333,0";
"";"";"";"Bács-Kiskun megye";"15052";"15386,0";
"";"";"";"Békés megye";"11718";"11911,5";
"";"";"";"Csongrád megye";"12840";"13060,0";
"";"";"55 - 59 éves";"Budapest";"45507";"44801,0";
"";"";"";"Pest megye";"23670";"23516,5";
"";"";"";"Fejér megye";"10380";"10275,5";
"";"";"";"Komárom-Esztergom megye";"8287";"8255,5";
"";"";"";"Veszprém megye";"9272";"9256,0";
"";"";"";"Gyõr-Moson-Sopron megye";"9806";"9834,5";
"";"";"";"Vas megye";"6506";"6545,0";
"";"";"";"Zala megye";"7140";"7109,0";
"";"";"";"Baranya megye";"11058";"10981,0";
"";"";"";"Somogy megye";"8343";"8271,5";
"";"";"";"Tolna megye";"6364";"6291,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19799";"19550,5";
"";"";"";"Heves megye";"8618";"8583,5";
"";"";"";"Nógrád megye";"6353";"6314,5";
"";"";"";"Hajdú-Bihar megye";"12823";"12841,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"12440";"12461,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11267";"11279,0";
"";"";"";"Bács-Kiskun megye";"13376";"13287,5";
"";"";"";"Békés megye";"10501";"10509,0";
"";"";"";"Csongrád megye";"10730";"10728,5";
"";"";"60 - 64 éves";"Budapest";"45871";"44647,0";
"";"";"";"Pest megye";"21996";"21807,0";
"";"";"";"Fejér megye";"10309";"10250,0";
"";"";"";"Komárom-Esztergom megye";"7349";"7369,0";
"";"";"";"Veszprém megye";"9336";"9164,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10026";"9906,0";
"";"";"";"Vas megye";"6591";"6485,0";
"";"";"";"Zala megye";"7655";"7538,5";
"";"";"";"Baranya megye";"10498";"10381,0";
"";"";"";"Somogy megye";"8704";"8577,0";
"";"";"";"Tolna megye";"6142";"6061,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18217";"18281,5";
"";"";"";"Heves megye";"8931";"8841,5";
"";"";"";"Nógrád megye";"5763";"5872,0";
"";"";"";"Hajdú-Bihar megye";"12417";"12368,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"12509";"12424,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10695";"10724,5";
"";"";"";"Bács-Kiskun megye";"13294";"13054,5";
"";"";"";"Békés megye";"10098";"10063,5";
"";"";"";"Csongrád megye";"10357";"10238,5";
"";"";"65 - 69 éves";"Budapest";"41000";"40882,0";
"";"";"";"Pest megye";"17852";"17794,0";
"";"";"";"Fejér megye";"8017";"8143,5";
"";"";"";"Komárom-Esztergom megye";"5984";"5969,5";
"";"";"";"Veszprém megye";"7350";"7436,0";
"";"";"";"Gyõr-Moson-Sopron megye";"9139";"9070,0";
"";"";"";"Vas megye";"5873";"5805,5";
"";"";"";"Zala megye";"6853";"6792,0";
"";"";"";"Baranya megye";"8643";"8707,0";
"";"";"";"Somogy megye";"7521";"7500,5";
"";"";"";"Tolna megye";"5350";"5267,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"14737";"14798,5";
"";"";"";"Heves megye";"7132";"7251,0";
"";"";"";"Nógrád megye";"4735";"4811,5";
"";"";"";"Hajdú-Bihar megye";"10634";"10607,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"11047";"11003,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9327";"9317,5";
"";"";"";"Bács-Kiskun megye";"11523";"11531,0";
"";"";"";"Békés megye";"9491";"9405,5";
"";"";"";"Csongrád megye";"9276";"9246,5";
"";"";"70 - 74 éves";"Budapest";"33612";"33444,0";
"";"";"";"Pest megye";"14115";"13884,0";
"";"";"";"Fejér megye";"5769";"5852,5";
"";"";"";"Komárom-Esztergom megye";"4498";"4507,0";
"";"";"";"Veszprém megye";"5643";"5638,5";
"";"";"";"Gyõr-Moson-Sopron megye";"7075";"7162,0";
"";"";"";"Vas megye";"4761";"4814,5";
"";"";"";"Zala megye";"5361";"5423,0";
"";"";"";"Baranya megye";"6461";"6437,0";
"";"";"";"Somogy megye";"5853";"5839,0";
"";"";"";"Tolna megye";"4279";"4277,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"11284";"11292,5";
"";"";"";"Heves megye";"5704";"5642,5";
"";"";"";"Nógrád megye";"3761";"3791,0";
"";"";"";"Hajdú-Bihar megye";"8173";"8254,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"8336";"8487,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"6896";"6998,0";
"";"";"";"Bács-Kiskun megye";"9056";"9022,0";
"";"";"";"Békés megye";"7885";"7958,0";
"";"";"";"Csongrád megye";"7494";"7556,0";
"";"";"75 - 79 éves";"Budapest";"17280";"17060,0";
"";"";"";"Pest megye";"6117";"6078,0";
"";"";"";"Fejér megye";"2240";"2219,5";
"";"";"";"Komárom-Esztergom megye";"1804";"1813,0";
"";"";"";"Veszprém megye";"2329";"2333,5";
"";"";"";"Gyõr-Moson-Sopron megye";"2995";"3027,0";
"";"";"";"Vas megye";"2073";"2087,5";
"";"";"";"Zala megye";"2044";"2068,5";
"";"";"";"Baranya megye";"2400";"2470,0";
"";"";"";"Somogy megye";"2272";"2299,0";
"";"";"";"Tolna megye";"1570";"1617,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"4516";"4609,0";
"";"";"";"Heves megye";"2286";"2370,5";
"";"";"";"Nógrád megye";"1647";"1684,0";
"";"";"";"Hajdú-Bihar megye";"3204";"3262,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"2944";"3025,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"2956";"2998,5";
"";"";"";"Bács-Kiskun megye";"3779";"3844,0";
"";"";"";"Békés megye";"3297";"3313,0";
"";"";"";"Csongrád megye";"3314";"3260,0";
"";"";"80 - 84 éves";"Budapest";"14978";"15158,0";
"";"";"";"Pest megye";"5299";"5278,5";
"";"";"";"Fejér megye";"1936";"1931,5";
"";"";"";"Komárom-Esztergom megye";"1435";"1475,0";
"";"";"";"Veszprém megye";"2068";"2058,0";
"";"";"";"Gyõr-Moson-Sopron megye";"2557";"2540,0";
"";"";"";"Vas megye";"1824";"1844,5";
"";"";"";"Zala megye";"1856";"1823,0";
"";"";"";"Baranya megye";"2132";"2117,0";
"";"";"";"Somogy megye";"1933";"1900,0";
"";"";"";"Tolna megye";"1444";"1459,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"3733";"3749,0";
"";"";"";"Heves megye";"2104";"2117,0";
"";"";"";"Nógrád megye";"1339";"1375,0";
"";"";"";"Hajdú-Bihar megye";"3244";"3192,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"2626";"2602,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"2919";"2918,0";
"";"";"";"Bács-Kiskun megye";"3426";"3468,5";
"";"";"";"Békés megye";"3544";"3565,5";
"";"";"";"Csongrád megye";"3424";"3400,0";
"";"";"85 - X  éves";"Budapest";"6586";"6690,0";
"";"";"";"Pest megye";"2139";"2215,5";
"";"";"";"Fejér megye";"793";"809,0";
"";"";"";"Komárom-Esztergom megye";"565";"571,0";
"";"";"";"Veszprém megye";"889";"906,5";
"";"";"";"Gyõr-Moson-Sopron megye";"1083";"1110,0";
"";"";"";"Vas megye";"744";"759,5";
"";"";"";"Zala megye";"834";"849,5";
"";"";"";"Baranya megye";"888";"914,0";
"";"";"";"Somogy megye";"844";"857,0";
"";"";"";"Tolna megye";"601";"604,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"1537";"1566,5";
"";"";"";"Heves megye";"855";"867,0";
"";"";"";"Nógrád megye";"509";"529,0";
"";"";"";"Hajdú-Bihar megye";"1431";"1466,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"1119";"1145,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"1315";"1363,0";
"";"";"";"Bács-Kiskun megye";"1594";"1620,0";
"";"";"";"Békés megye";"1641";"1685,0";
"";"";"";"Csongrád megye";"1607";"1649,0";
"";"Nõ";"0 -  4 éves";"Budapest";"47113";"46411,0";
"";"";"";"Pest megye";"29054";"29216,5";
"";"";"";"Fejér megye";"13120";"12956,0";
"";"";"";"Komárom-Esztergom megye";"9215";"9190,0";
