"A továbbszámított népesség száma megyék és a település jogállása szerint"
"Magyaroszág lakónépessége"



" ";"Mutatók";
"Idõszak";"Nem";"Korév";"Terület";"Népesség száma január 1-jén (fõ)";"Évközepi népesség száma (fõ)";
"";"";"";"Békés megye";"6828";"6786,0";
"";"";"";"Csongrád megye";"8916";"8953,0";
"";"";"5 - 9  éves";"Budapest";"41161";"40730,0";
"";"";"";"Pest megye";"36986";"37110,5";
"";"";"";"Fejér megye";"10110";"10060,5";
"";"";"";"Komárom-Esztergom megye";"7272";"7296,0";
"";"";"";"Veszprém megye";"7862";"7804,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11627";"11684,5";
"";"";"";"Vas megye";"5469";"5447,5";
"";"";"";"Zala megye";"5712";"5690,5";
"";"";"";"Baranya megye";"8389";"8276,0";
"";"";"";"Somogy megye";"6481";"6479,0";
"";"";"";"Tolna megye";"4960";"4881,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"16244";"16249,0";
"";"";"";"Heves megye";"6799";"6824,0";
"";"";"";"Nógrád megye";"4190";"4178,5";
"";"";"";"Hajdú-Bihar megye";"12536";"12593,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13988";"13826,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"8751";"8700,0";
"";"";"";"Bács-Kiskun megye";"11767";"11772,5";
"";"";"";"Békés megye";"6831";"6754,0";
"";"";"";"Csongrád megye";"8750";"8719,5";
"";"";"10 - 14 éves";"Budapest";"38858";"39308,5";
"";"";"";"Pest megye";"38068";"38491,0";
"";"";"";"Fejér megye";"10932";"10990,5";
"";"";"";"Komárom-Esztergom megye";"7700";"7774,5";
"";"";"";"Veszprém megye";"8673";"8651,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12324";"12419,5";
"";"";"";"Vas megye";"6146";"6175,5";
"";"";"";"Zala megye";"6420";"6449,0";
"";"";"";"Baranya megye";"9192";"9247,5";
"";"";"";"Somogy megye";"7570";"7524,0";
"";"";"";"Tolna megye";"5498";"5496,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18136";"18054,0";
"";"";"";"Heves megye";"7717";"7680,0";
"";"";"";"Nógrád megye";"4876";"4823,0";
"";"";"";"Hajdú-Bihar megye";"14241";"14105,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16252";"16202,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9971";"9962,5";
"";"";"";"Bács-Kiskun megye";"13070";"13064,5";
"";"";"";"Békés megye";"8242";"8187,5";
"";"";"";"Csongrád megye";"9646";"9660,0";
"";"";"15 - 19 éves";"Budapest";"35303";"35562,5";
"";"";"";"Pest megye";"35161";"35508,0";
"";"";"";"Fejér megye";"10649";"10639,5";
"";"";"";"Komárom-Esztergom megye";"7628";"7618,5";
"";"";"";"Veszprém megye";"8317";"8425,0";
"";"";"";"Gyõr-Moson-Sopron megye";"11802";"11917,5";
"";"";"";"Vas megye";"6304";"6351,5";
"";"";"";"Zala megye";"6255";"6188,0";
"";"";"";"Baranya megye";"9381";"9334,5";
"";"";"";"Somogy megye";"7678";"7656,5";
"";"";"";"Tolna megye";"5645";"5640,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18903";"18695,5";
"";"";"";"Heves megye";"8117";"8149,0";
"";"";"";"Nógrád megye";"5144";"5149,5";
"";"";"";"Hajdú-Bihar megye";"15262";"15228,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16631";"16413,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9943";"9911,5";
"";"";"";"Bács-Kiskun megye";"13266";"13236,0";
"";"";"";"Békés megye";"9045";"8965,0";
"";"";"";"Csongrád megye";"10112";"10071,0";
"";"";"20 - 24 éves";"Budapest";"47022";"46467,5";
"";"";"";"Pest megye";"36188";"35768,5";
"";"";"";"Fejér megye";"11826";"11604,0";
"";"";"";"Komárom-Esztergom megye";"8949";"8827,0";
"";"";"";"Veszprém megye";"10311";"10063,5";
"";"";"";"Gyõr-Moson-Sopron megye";"13384";"13203,5";
"";"";"";"Vas megye";"7161";"6999,5";
"";"";"";"Zala megye";"7162";"6982,0";
"";"";"";"Baranya megye";"11090";"10914,0";
"";"";"";"Somogy megye";"8787";"8518,0";
"";"";"";"Tolna megye";"6238";"6087,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21582";"21089,5";
"";"";"";"Heves megye";"8751";"8606,0";
"";"";"";"Nógrád megye";"5726";"5587,0";
"";"";"";"Hajdú-Bihar megye";"17643";"17455,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19390";"18982,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"11306";"11015,0";
"";"";"";"Bács-Kiskun megye";"14748";"14381,0";
"";"";"";"Békés megye";"9700";"9470,0";
"";"";"";"Csongrád megye";"12577";"12392,5";
"";"";"25 - 29 éves";"Budapest";"62709";"62446,5";
"";"";"";"Pest megye";"39362";"39677,5";
"";"";"";"Fejér megye";"14319";"14321,0";
"";"";"";"Komárom-Esztergom megye";"10140";"10274,5";
"";"";"";"Veszprém megye";"10914";"10975,0";
"";"";"";"Gyõr-Moson-Sopron megye";"16500";"16669,5";
"";"";"";"Vas megye";"7835";"7851,5";
"";"";"";"Zala megye";"7466";"7427,5";
"";"";"";"Baranya megye";"11906";"11897,5";
"";"";"";"Somogy megye";"9057";"9153,0";
"";"";"";"Tolna megye";"6800";"6750,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21846";"21906,5";
"";"";"";"Heves megye";"9299";"9327,0";
"";"";"";"Nógrád megye";"6036";"6082,5";
"";"";"";"Hajdú-Bihar megye";"18511";"18387,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"19454";"19476,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12375";"12357,5";
"";"";"";"Bács-Kiskun megye";"16594";"16573,0";
"";"";"";"Békés megye";"10267";"10190,5";
"";"";"";"Csongrád megye";"14056";"14026,5";
"";"";"30 - 34 éves";"Budapest";"65553";"65948,5";
"";"";"";"Pest megye";"39416";"40135,0";
"";"";"";"Fejér megye";"13780";"13948,0";
"";"";"";"Komárom-Esztergom megye";"10006";"10169,0";
"";"";"";"Veszprém megye";"10162";"10166,5";
"";"";"";"Gyõr-Moson-Sopron megye";"16279";"16567,0";
"";"";"";"Vas megye";"7920";"7959,0";
"";"";"";"Zala megye";"7553";"7566,0";
"";"";"";"Baranya megye";"10335";"10460,0";
"";"";"";"Somogy megye";"8436";"8426,0";
"";"";"";"Tolna megye";"6535";"6509,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20334";"20487,0";
"";"";"";"Heves megye";"8597";"8643,5";
"";"";"";"Nógrád megye";"5647";"5629,5";
"";"";"";"Hajdú-Bihar megye";"17072";"17270,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18332";"18363,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11546";"11537,5";
"";"";"";"Bács-Kiskun megye";"15512";"15701,0";
"";"";"";"Békés megye";"9459";"9534,0";
"";"";"";"Csongrád megye";"12556";"12832,5";
"";"";"35 - 39 éves";"Budapest";"70723";"69336,0";
"";"";"";"Pest megye";"46562";"45873,0";
"";"";"";"Fejér megye";"15318";"14916,0";
"";"";"";"Komárom-Esztergom megye";"10758";"10604,0";
"";"";"";"Veszprém megye";"11657";"11475,0";
"";"";"";"Gyõr-Moson-Sopron megye";"18279";"18021,0";
"";"";"";"Vas megye";"9039";"8863,0";
"";"";"";"Zala megye";"9075";"8766,5";
"";"";"";"Baranya megye";"11055";"10774,0";
"";"";"";"Somogy megye";"9587";"9306,5";
"";"";"";"Tolna megye";"7100";"6940,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"20886";"20473,0";
"";"";"";"Heves megye";"9668";"9403,5";
"";"";"";"Nógrád megye";"6116";"6027,0";
"";"";"";"Hajdú-Bihar megye";"17925";"17561,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18958";"18589,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12526";"12178,5";
"";"";"";"Bács-Kiskun megye";"17002";"16566,0";
"";"";"";"Békés megye";"10420";"10122,0";
"";"";"";"Csongrád megye";"13152";"12780,0";
"";"";"40 - 44 éves";"Budapest";"81726";"81210,5";
"";"";"";"Pest megye";"62977";"62606,5";
"";"";"";"Fejér megye";"19630";"19512,5";
"";"";"";"Komárom-Esztergom megye";"13734";"13670,0";
"";"";"";"Veszprém megye";"15034";"14821,5";
"";"";"";"Gyõr-Moson-Sopron megye";"22717";"22647,5";
"";"";"";"Vas megye";"11661";"11550,5";
"";"";"";"Zala megye";"12048";"11879,5";
"";"";"";"Baranya megye";"14582";"14302,0";
"";"";"";"Somogy megye";"12618";"12448,5";
"";"";"";"Tolna megye";"8980";"8828,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"24530";"24144,5";
"";"";"";"Heves megye";"12446";"12307,5";
"";"";"";"Nógrád megye";"7922";"7783,0";
"";"";"";"Hajdú-Bihar megye";"21898";"21654,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"23176";"22813,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"15363";"15228,0";
"";"";"";"Bács-Kiskun megye";"21604";"21380,0";
"";"";"";"Békés megye";"14219";"13859,5";
"";"";"";"Csongrád megye";"17055";"16813,0";
"";"";"45 - 49 éves";"Budapest";"63262";"64864,5";
"";"";"";"Pest megye";"51674";"53237,0";
"";"";"";"Fejér megye";"15770";"16148,0";
"";"";"";"Komárom-Esztergom megye";"11101";"11415,5";
"";"";"";"Veszprém megye";"12773";"13088,5";
"";"";"";"Gyõr-Moson-Sopron megye";"18008";"18616,5";
"";"";"";"Vas megye";"10036";"10265,0";
"";"";"";"Zala megye";"10436";"10595,0";
"";"";"";"Baranya megye";"12702";"12932,0";
"";"";"";"Somogy megye";"11063";"11166,5";
"";"";"";"Tolna megye";"7769";"7885,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21985";"22289,0";
"";"";"";"Heves megye";"10620";"10811,5";
"";"";"";"Nógrád megye";"6750";"6873,0";
"";"";"";"Hajdú-Bihar megye";"19261";"19522,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"20658";"20983,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"13248";"13441,0";
"";"";"";"Bács-Kiskun megye";"18768";"19044,0";
"";"";"";"Békés megye";"12342";"12589,0";
"";"";"";"Csongrád megye";"14416";"14710,0";
"";"";"50 - 54 éves";"Budapest";"50741";"52292,5";
"";"";"";"Pest megye";"42166";"43719,5";
"";"";"";"Fejér megye";"13587";"13957,0";
"";"";"";"Komárom-Esztergom megye";"9752";"9981,0";
"";"";"";"Veszprém megye";"11603";"11791,0";
"";"";"";"Gyõr-Moson-Sopron megye";"14908";"15405,0";
"";"";"";"Vas megye";"8462";"8684,0";
"";"";"";"Zala megye";"9264";"9382,5";
"";"";"";"Baranya megye";"11769";"11902,0";
"";"";"";"Somogy megye";"10045";"10228,5";
"";"";"";"Tolna megye";"7467";"7548,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21064";"21132,5";
"";"";"";"Heves megye";"9411";"9626,0";
"";"";"";"Nógrád megye";"6482";"6538,5";
"";"";"";"Hajdú-Bihar megye";"17053";"17322,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18468";"18710,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12010";"12155,0";
"";"";"";"Bács-Kiskun megye";"16454";"16775,5";
"";"";"";"Békés megye";"11446";"11649,0";
"";"";"";"Csongrád megye";"12928";"13183,0";
"";"";"55 - 59 éves";"Budapest";"40114";"40364,5";
"";"";"";"Pest megye";"32660";"32889,5";
"";"";"";"Fejér megye";"12344";"12247,0";
"";"";"";"Komárom-Esztergom megye";"8763";"8738,0";
"";"";"";"Veszprém megye";"10664";"10637,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12706";"12692,5";
"";"";"";"Vas megye";"7909";"7868,5";
"";"";"";"Zala megye";"8819";"8708,5";
"";"";"";"Baranya megye";"11410";"11255,0";
"";"";"";"Somogy megye";"9645";"9537,5";
"";"";"";"Tolna megye";"6910";"6848,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19463";"19269,5";
"";"";"";"Heves megye";"8814";"8724,5";
"";"";"";"Nógrád megye";"6236";"6200,0";
"";"";"";"Hajdú-Bihar megye";"15344";"15252,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16709";"16522,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10868";"10780,0";
"";"";"";"Bács-Kiskun megye";"15158";"15044,5";
"";"";"";"Békés megye";"10262";"10139,0";
"";"";"";"Csongrád megye";"11001";"10959,0";
"";"";"60 - 64 éves";"Budapest";"46593";"44297,5";
"";"";"";"Pest megye";"36048";"34824,5";
"";"";"";"Fejér megye";"14141";"13658,0";
"";"";"";"Komárom-Esztergom megye";"9592";"9358,5";
"";"";"";"Veszprém megye";"12313";"11986,5";
"";"";"";"Gyõr-Moson-Sopron megye";"14530";"14132,5";
"";"";"";"Vas megye";"8918";"8652,0";
"";"";"";"Zala megye";"10480";"10303,5";
"";"";"";"Baranya megye";"13165";"12901,5";
"";"";"";"Somogy megye";"11405";"11104,5";
"";"";"";"Tolna megye";"8204";"7948,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"21337";"20833,5";
"";"";"";"Heves megye";"9962";"9685,5";
"";"";"";"Nógrád megye";"6804";"6611,0";
"";"";"";"Hajdú-Bihar megye";"17257";"16847,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"18111";"17732,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"12859";"12456,0";
"";"";"";"Bács-Kiskun megye";"17274";"16850,0";
"";"";"";"Békés megye";"12831";"12407,5";
"";"";"";"Csongrád megye";"13142";"12708,5";
"";"";"65 - 69 éves";"Budapest";"43933";"45013,5";
"";"";"";"Pest megye";"32273";"33079,5";
"";"";"";"Fejér megye";"11702";"12055,0";
"";"";"";"Komárom-Esztergom megye";"7822";"7982,5";
"";"";"";"Veszprém megye";"9954";"10213,0";
"";"";"";"Gyõr-Moson-Sopron megye";"12127";"12418,5";
"";"";"";"Vas megye";"7642";"7791,0";
"";"";"";"Zala megye";"8677";"8860,0";
"";"";"";"Baranya megye";"10156";"10401,0";
"";"";"";"Somogy megye";"9582";"9789,0";
"";"";"";"Tolna megye";"6688";"6867,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"16580";"16940,0";
"";"";"";"Heves megye";"8401";"8534,0";
"";"";"";"Nógrád megye";"5632";"5767,5";
"";"";"";"Hajdú-Bihar megye";"13553";"13846,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14087";"14365,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10721";"10895,5";
"";"";"";"Bács-Kiskun megye";"14034";"14347,0";
"";"";"";"Békés megye";"10407";"10599,5";
"";"";"";"Csongrád megye";"11038";"11272,5";
"";"";"70 - 74 éves";"Budapest";"35894";"35509,5";
"";"";"";"Pest megye";"23849";"24102,5";
"";"";"";"Fejér megye";"8121";"8216,5";
"";"";"";"Komárom-Esztergom megye";"5650";"5664,0";
"";"";"";"Veszprém megye";"7170";"7216,0";
"";"";"";"Gyõr-Moson-Sopron megye";"9002";"9058,0";
"";"";"";"Vas megye";"5260";"5348,5";
"";"";"";"Zala megye";"6000";"6126,0";
"";"";"";"Baranya megye";"7161";"7274,0";
"";"";"";"Somogy megye";"6603";"6787,5";
"";"";"";"Tolna megye";"4615";"4663,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"10971";"11098,0";
"";"";"";"Heves megye";"6002";"6096,0";
"";"";"";"Nógrád megye";"3850";"3860,5";
"";"";"";"Hajdú-Bihar megye";"9442";"9648,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"8910";"9247,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"7361";"7474,0";
"";"";"";"Bács-Kiskun megye";"10358";"10411,0";
"";"";"";"Békés megye";"7313";"7410,5";
"";"";"";"Csongrád megye";"8318";"8400,5";
"";"";"75 - 79 éves";"Budapest";"26394";"27143,5";
"";"";"";"Pest megye";"15901";"16390,0";
"";"";"";"Fejér megye";"5233";"5400,5";
"";"";"";"Komárom-Esztergom megye";"4022";"4101,5";
"";"";"";"Veszprém megye";"5098";"5181,0";
"";"";"";"Gyõr-Moson-Sopron megye";"6023";"6229,5";
"";"";"";"Vas megye";"3512";"3595,5";
"";"";"";"Zala megye";"3969";"4067,0";
"";"";"";"Baranya megye";"5236";"5295,5";
"";"";"";"Somogy megye";"4293";"4397,0";
"";"";"";"Tolna megye";"3003";"3080,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"7968";"8066,0";
"";"";"";"Heves megye";"4088";"4184,5";
"";"";"";"Nógrád megye";"2784";"2805,5";
"";"";"";"Hajdú-Bihar megye";"6637";"6735,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"5320";"5426,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"5249";"5305,5";
"";"";"";"Bács-Kiskun megye";"6970";"7197,5";
"";"";"";"Békés megye";"5117";"5192,5";
"";"";"";"Csongrád megye";"5990";"6094,0";
"";"";"80 - 84 éves";"Budapest";"14715";"14887,0";
"";"";"";"Pest megye";"8005";"8152,5";
"";"";"";"Fejér megye";"3023";"2978,5";
"";"";"";"Komárom-Esztergom megye";"2217";"2254,5";
"";"";"";"Veszprém megye";"2806";"2867,5";
"";"";"";"Gyõr-Moson-Sopron megye";"3127";"3197,0";
"";"";"";"Vas megye";"1870";"1902,0";
"";"";"";"Zala megye";"2153";"2214,5";
"";"";"";"Baranya megye";"3143";"3190,0";
"";"";"";"Somogy megye";"2236";"2282,5";
"";"";"";"Tolna megye";"1808";"1814,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"4603";"4585,5";
"";"";"";"Heves megye";"2395";"2376,0";
"";"";"";"Nógrád megye";"1528";"1552,5";
"";"";"";"Hajdú-Bihar megye";"3910";"3909,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"3048";"3055,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"3118";"3136,5";
"";"";"";"Bács-Kiskun megye";"3870";"3922,0";
"";"";"";"Békés megye";"3042";"3078,0";
"";"";"";"Csongrád megye";"3335";"3373,5";
"";"";"85 - X  éves";"Budapest";"12599";"12687,5";
"";"";"";"Pest megye";"5295";"5426,5";
"";"";"";"Fejér megye";"2018";"2040,5";
"";"";"";"Komárom-Esztergom megye";"1345";"1350,5";
"";"";"";"Veszprém megye";"1903";"1940,0";
"";"";"";"Gyõr-Moson-Sopron megye";"2210";"2229,5";
"";"";"";"Vas megye";"1375";"1383,5";
"";"";"";"Zala megye";"1600";"1594,0";
"";"";"";"Baranya megye";"2111";"2123,5";
"";"";"";"Somogy megye";"1709";"1706,5";
"";"";"";"Tolna megye";"1181";"1209,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"2894";"2933,5";
"";"";"";"Heves megye";"1664";"1676,0";
"";"";"";"Nógrád megye";"932";"956,5";
"";"";"";"Hajdú-Bihar megye";"2784";"2812,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"2127";"2147,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"2199";"2198,5";
"";"";"";"Bács-Kiskun megye";"2870";"2866,0";
"";"";"";"Békés megye";"2225";"2236,5";
"";"";"";"Csongrád megye";"2432";"2450,5";
"";"Nõ";"0 -  4 éves";"Budapest";"38724";"38317,0";
"";"";"";"Pest megye";"33639";"33938,0";
"";"";"";"Fejér megye";"9685";"9712,0";
"";"";"";"Komárom-Esztergom megye";"7140";"7128,5";
"";"";"";"Veszprém megye";"7531";"7521,5";
"";"";"";"Gyõr-Moson-Sopron megye";"11324";"11416,0";
"";"";"";"Vas megye";"5399";"5429,5";
"";"";"";"Zala megye";"5199";"5127,0";
"";"";"";"Baranya megye";"7668";"7651,5";
"";"";"";"Somogy megye";"6440";"6389,0";
"";"";"";"Tolna megye";"4862";"4799,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"16884";"16844,5";
"";"";"";"Heves megye";"6676";"6685,0";
"";"";"";"Nógrád megye";"4141";"4149,5";
"";"";"";"Hajdú-Bihar megye";"13240";"13249,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"14041";"14064,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"8750";"8690,5";
"";"";"";"Bács-Kiskun megye";"11521";"11564,0";
"";"";"";"Békés megye";"6732";"6728,0";
"";"";"";"Csongrád megye";"8472";"8459,0";
"";"";"5 - 9  éves";"Budapest";"39090";"38622,0";
"";"";"";"Pest megye";"34633";"34802,0";
"";"";"";"Fejér megye";"9520";"9494,5";
"";"";"";"Komárom-Esztergom megye";"6882";"6906,5";
"";"";"";"Veszprém megye";"7424";"7403,0";
"";"";"";"Gyõr-Moson-Sopron megye";"11029";"11041,0";
"";"";"";"Vas megye";"5234";"5238,0";
"";"";"";"Zala megye";"5419";"5382,5";
"";"";"";"Baranya megye";"7758";"7683,0";
"";"";"";"Somogy megye";"6236";"6236,0";
"";"";"";"Tolna megye";"4715";"4739,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"15462";"15430,0";
"";"";"";"Heves megye";"6368";"6337,0";
"";"";"";"Nógrád megye";"3878";"3857,0";
"";"";"";"Hajdú-Bihar megye";"11932";"11961,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"13229";"13158,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"8193";"8199,0";
"";"";"";"Bács-Kiskun megye";"11272";"11215,5";
"";"";"";"Békés megye";"6626";"6546,5";
"";"";"";"Csongrád megye";"8394";"8340,5";
"";"";"10 - 14 éves";"Budapest";"36526";"37123,0";
"";"";"";"Pest megye";"36270";"36688,0";
"";"";"";"Fejér megye";"10442";"10452,0";
"";"";"";"Komárom-Esztergom megye";"7361";"7368,5";
"";"";"";"Veszprém megye";"8320";"8330,0";
"";"";"";"Gyõr-Moson-Sopron megye";"11588";"11710,5";
"";"";"";"Vas megye";"5824";"5823,0";
"";"";"";"Zala megye";"6212";"6237,0";
"";"";"";"Baranya megye";"8641";"8633,0";
"";"";"";"Somogy megye";"7283";"7238,0";
"";"";"";"Tolna megye";"5100";"5082,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17159";"17151,5";
"";"";"";"Heves megye";"7321";"7299,0";
"";"";"";"Nógrád megye";"4612";"4587,0";
"";"";"";"Hajdú-Bihar megye";"13404";"13367,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15426";"15230,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"9267";"9247,5";
"";"";"";"Bács-Kiskun megye";"12556";"12548,5";
"";"";"";"Békés megye";"7734";"7709,5";
"";"";"";"Csongrád megye";"9377";"9353,5";
"";"";"15 - 19 éves";"Budapest";"34331";"34533,5";
"";"";"";"Pest megye";"32924";"33167,5";
"";"";"";"Fejér megye";"9745";"9852,5";
"";"";"";"Komárom-Esztergom megye";"7091";"7155,5";
"";"";"";"Veszprém megye";"7877";"7914,5";
"";"";"";"Gyõr-Moson-Sopron megye";"10977";"11120,5";
"";"";"";"Vas megye";"5915";"5908,5";
"";"";"";"Zala megye";"5795";"5785,5";
"";"";"";"Baranya megye";"8931";"8939,5";
"";"";"";"Somogy megye";"7329";"7281,0";
"";"";"";"Tolna megye";"5052";"5016,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"17585";"17366,0";
"";"";"";"Heves megye";"7789";"7759,5";
"";"";"";"Nógrád megye";"4839";"4836,0";
"";"";"";"Hajdú-Bihar megye";"14665";"14600,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"15855";"15714,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"9312";"9315,5";
"";"";"";"Bács-Kiskun megye";"12446";"12433,0";
"";"";"";"Békés megye";"8359";"8278,0";
"";"";"";"Csongrád megye";"9691";"9721,5";
"";"";"20 - 24 éves";"Budapest";"47140";"46563,5";
"";"";"";"Pest megye";"33655";"33280,5";
"";"";"";"Fejér megye";"10990";"10738,0";
"";"";"";"Komárom-Esztergom megye";"8150";"8015,5";
"";"";"";"Veszprém megye";"9222";"9010,5";
"";"";"";"Gyõr-Moson-Sopron megye";"12480";"12286,5";
"";"";"";"Vas megye";"6684";"6558,5";
"";"";"";"Zala megye";"6383";"6216,5";
"";"";"";"Baranya megye";"11128";"10943,0";
"";"";"";"Somogy megye";"8204";"8022,0";
"";"";"";"Tolna megye";"5391";"5257,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19653";"19181,0";
"";"";"";"Heves megye";"8201";"7987,5";
"";"";"";"Nógrád megye";"5193";"5059,0";
"";"";"";"Hajdú-Bihar megye";"16547";"16261,5";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17676";"17282,5";
"";"";"";"Jász-Nagykun-Szolnok megye";"10530";"10209,5";
"";"";"";"Bács-Kiskun megye";"13499";"13127,0";
"";"";"";"Békés megye";"9152";"8889,5";
"";"";"";"Csongrád megye";"12384";"12169,5";
"";"";"25 - 29 éves";"Budapest";"64425";"64077,0";
"";"";"";"Pest megye";"37247";"37534,5";
"";"";"";"Fejér megye";"12803";"12829,0";
"";"";"";"Komárom-Esztergom megye";"9174";"9267,5";
"";"";"";"Veszprém megye";"9508";"9541,0";
"";"";"";"Gyõr-Moson-Sopron megye";"15445";"15496,0";
"";"";"";"Vas megye";"7487";"7542,0";
"";"";"";"Zala megye";"6507";"6533,0";
"";"";"";"Baranya megye";"11164";"11272,5";
"";"";"";"Somogy megye";"8408";"8390,0";
"";"";"";"Tolna megye";"6167";"6124,5";
"";"";"";"Borsod-Abaúj-Zemplén megye";"19970";"19983,5";
"";"";"";"Heves megye";"8016";"8159,5";
"";"";"";"Nógrád megye";"5314";"5354,0";
"";"";"";"Hajdú-Bihar megye";"17184";"17209,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"17087";"17062,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"11037";"11021,0";
"";"";"";"Bács-Kiskun megye";"14632";"14615,0";
"";"";"";"Békés megye";"9037";"9049,0";
"";"";"";"Csongrád megye";"13296";"13292,0";
"";"";"30 - 34 éves";"Budapest";"66038";"66046,0";
"";"";"";"Pest megye";"38870";"39510,0";
"";"";"";"Fejér megye";"12227";"12371,0";
"";"";"";"Komárom-Esztergom megye";"9121";"9135,0";
"";"";"";"Veszprém megye";"9182";"9128,0";
"";"";"";"Gyõr-Moson-Sopron megye";"15090";"15320,0";
"";"";"";"Vas megye";"7180";"7239,0";
"";"";"";"Zala megye";"6906";"6804,5";
"";"";"";"Baranya megye";"9745";"9748,5";
"";"";"";"Somogy megye";"7859";"7855,5";
"";"";"";"Tolna megye";"5977";"5961,0";
"";"";"";"Borsod-Abaúj-Zemplén megye";"18290";"18303,5";
"";"";"";"Heves megye";"8079";"7988,0";
"";"";"";"Nógrád megye";"5079";"5076,0";
"";"";"";"Hajdú-Bihar megye";"15941";"16038,0";
"";"";"";"Szabolcs-Szatmár-Bereg megye";"16489";"16464,0";
"";"";"";"Jász-Nagykun-Szolnok megye";"10126";"10248,5";
"";"";"";"Bács-Kiskun megye";"14213";"14321,5";
"";"";"";"Békés megye";"8693";"8645,5";
"";"";"";"Csongrád megye";"11582";"11769,5";
"";"";"35 - 39 éves";"Budapest";"71123";"69782,0";
"";"";"";"Pest megye";"47355";"46758,0";
"";"";"";"Fejér megye";"14442";"14114,0";
"";"";"";"Komárom-Esztergom megye";"10313";"10174,5";
"";"";"";"Veszprém megye";"11354";"11050,5";
"";"";"";"Gyõr-Moson-Sopron megye";"17403";"17112,0";
"";"";"";"Vas megye";"8882";"8548,5";
"";"";"";"Zala megye";"8605";"8371,0";
